"brand","model","model_year","fuel_type","transmission","ext_col","int_col","accident","clean_title","Horsepower","Engine_Size","Cylinders","Mileage","Price"
"Dodge","Ram Van 1500",2002,"Gasoline","A/T","Red","Beige","At least 1 accident or damage reported","Yes",175,3.9,6,70000,8000
"Chevrolet","Impala 1LT",2017,"Gasoline","6-Speed A/T","White","Gray","At least 1 accident or damage reported","Yes",305,3.6,6,70000,17900
"Audi","A4 2.0T Premium Plus",2015,"E85 Flex Fuel","8-Speed A/T","Red","Gray","At least 1 accident or damage reported","Yes",220,2,4,83420,16000
"Nissan","Altima 2.5 S",2003,"Gasoline","A/T","Silver","Beige","At least 1 accident or damage reported","Yes",175,2.5,4,189000,2899
"Porsche","911 Carrera 4S",2017,"Gasoline","7-Speed A/T","Blue","Red","None reported","Yes",420,3,6,31500,97555
"BMW","X1 xDrive 28i",2015,"Gasoline","A/T","Gray","Black","None reported","Yes",240,2,4,85766,13000
"GMC","Yukon Denali",2018,"Gasoline","10-Speed A/T","White","Black","None reported","Yes",420,6.2,8,92800,34000
"Land","Rover Defender SE",2021,"Hybrid","A/T","Gray","Black","None reported","Yes",395,3,6,13970,75500
"Porsche","911 Turbo S",2023,"Gasoline","8-Speed Automatic with Auto-Shift","Python Green","Black","None reported","No",332.283838699594,3.8,6,154,274900
"Toyota","Land Cruiser Base",2000,"Gasoline","4-Speed A/T","Black","Beige","None reported","Yes",230,4.7,8,265000,15500
"Scion","xB Base",2011,"Gasoline","A/T","Green","Gray","None reported","Yes",158,2.4,4,95426,8000
"Honda","S2000 Base",2001,"Gasoline","6-Speed M/T","Black","Red","At least 1 accident or damage reported","Yes",240,2,4,119900,18000
"Mazda","CX-30 Select",2020,"Gasoline","6-Speed Automatic","Soul Red Crystal Metallic","Black","None reported","Yes",332.283838699594,2.5,6,23162,25495
"BMW","M4 Competition",2023,"Gasoline","A/T","White","Blue","None reported","Yes",503,3,6,3950,83500
"Porsche","911 Carrera 4S",2006,"Gasoline","6-Speed M/T","Black","Beige","None reported","Yes",355,3.8,6,80000,43000
"Ford","F-250 Lariat",2015,"E85 Flex Fuel","A/T","White","Black","At least 1 accident or damage reported","Yes",385,6.2,8,94634,32500
"Chevrolet","Corvette Base",2007,"Gasoline","6-Speed A/T","Silver","Beige","At least 1 accident or damage reported","Yes",400,6,8,65000,33885
"Lexus","LS 460 L",2008,"Gasoline","A/T","Black","Black","At least 1 accident or damage reported","Yes",380,4.6,8,1e+05,11500
"Toyota","Sienna XSE 25th Anniversary",2023,"Hybrid","A/T","White","Black","None reported","Yes",245,2.5,4,500,59500
"Mercedes-Benz","AMG G 63 Base",2021,"Gasoline","9-Speed Automatic","China Blue","Black","None reported","Yes",332.283838699594,4,6,7856,425000
"Audi","A4 2.0T Premium quattro",2011,"Gasoline","A/T","White","Black","None reported","Yes",211,2,4,181000,5500
"Mercedes-Benz","GLC 300 Base 4MATIC",2018,"Gasoline","9-Speed A/T","Blue","Brown","None reported","Yes",241,2,4,48700,27900
"Porsche","911 Turbo Cabriolet",2009,"Gasoline","6-Speed M/T","Gray","Black","None reported","Yes",480,3.6,6,13500,130000
"Toyota","86 860 Special Edition",2017,"Gasoline","6-Speed A/T","Silver","Black","None reported","Yes",200,2,4,87500,20000
"Jaguar","XJ8 L",2000,"Gasoline","A/T","Silver","Beige","None reported","Yes",290,4,8,45000,12500
"Chevrolet","Corvette Base",1996,"Gasoline","4-Speed A/T","Silver","Black","None reported","Yes",300,5.7,8,85760,14500
"Tesla","Model 3 Long Range",2018,"","1-Speed A/T","White","Black","None reported","Yes",271,3.71083587046776,6,36187,28895
"Hyundai","Tucson SEL",2022,"Gasoline","8-Speed Automatic","Portofino Gray","Black","None reported","No",332.283838699594,2.5,6,13666,27999
"Porsche","911 Carrera S",2007,"Gasoline","6-Speed M/T","Silver","Black","None reported","Yes",355,3.8,6,50500,56000
"Lincoln","Nautilus Reserve",2021,"Gasoline","8-Speed Automatic","Black","Ebony","None reported","No",332.283838699594,2,6,19291,44340
"Ford","Mustang Boss 302",2012,"Gasoline","M/T","Silver","Black","None reported","Yes",444,5,8,1295,49990
"Cadillac","Escalade Premium Luxury",2017,"Gasoline","8-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",420,6.2,8,55000,49900
"MINI","Cooper Base",2010,"Gasoline","6-Speed M/T","Yellow","Black","None reported","Yes",118,1.6,4,74000,9650
"Dodge","Durango R/T",2022,"Gasoline","8-Speed Automatic","White Knuckle Clearcoat","Black","None reported","Yes",332.283838699594,5.7,6,14976,49999
"BMW","X5 xDrive35i",2018,"Gasoline","8-Speed Automatic","Imperial Blue Metallic","Black","At least 1 accident or damage reported","No",332.283838699594,3,6,25348,33889
"Chevrolet","Corvette Base",2010,"Gasoline","6-Speed M/T","White","Black","None reported","Yes",430,6.2,8,23133,35000
"Jaguar","XE 20d Prestige",2018,"Diesel","Automatic","Blue","Beige","None reported","No",332.283838699594,3.71083587046776,6,34322,29998
"Dodge","Challenger R/T",2021,"Gasoline","8-Speed A/T","White","Gray","At least 1 accident or damage reported","Yes",375,5.7,8,39960,28500
"BMW","550 i xDrive",2016,"Gasoline","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",445,4.4,8,76400,31300
"Ford","Explorer XLT",2022,"Gasoline","10-Speed Automatic","White","Ebony","None reported","Yes",332.283838699594,2.3,6,18533,38978
"GMC","Yukon XL Denali",2023,"Gasoline","10-Speed A/T","Gray","Black","None reported","Yes",420,6.2,8,7500,92888
"INFINITI","QX80 SENSORY",2022,"Gasoline","7-Speed A/T","Blue","Brown","At least 1 accident or damage reported","Yes",400,5.6,8,26520,64000
"Land","Rover Range Rover 3.0L Supercharged",2014,"E85 Flex Fuel","A/T","Red","Black","None reported","Yes",340,3,6,59500,33800
"Honda","Pilot EX-L",2020,"Gasoline","A/T","White","Black","None reported","Yes",280,3.5,6,44000,34999
"Pontiac","Firebird Base",2001,"Gasoline","A/T","White","Gray","None reported","Yes",200,3.8,6,111000,11000
"Toyota","4Runner Limited",2016,"Gasoline","5-Speed Automatic","Nautical Blue Pearl","Black","None reported","Yes",332.283838699594,4,6,82260,31906
"Porsche","911 Carrera Cabriolet",2006,"Gasoline","Transmission w/Dual Shift Mode","Gray","Black","At least 1 accident or damage reported","Yes",325,3.6,6,52744,37500
"BMW","i8 Base",2019,"Plug-In Hybrid","Transmission w/Dual Shift Mode","Gray","Beige","At least 1 accident or damage reported","Yes",369,1.5,3,28200,79950
"Nissan","Maxima GLE",2000,"Gasoline","A/T","Blue","Beige","At least 1 accident or damage reported","Yes",222,3,6,194277,2300
"Pontiac","Firebird Trans Am",2001,"Gasoline","A/T","Green","Black","None reported","Yes",310,5.7,8,91812,12850
"Chevrolet","Suburban Premier",2018,"Gasoline","6-Speed Automatic","Tungsten Metallic","Jet Black","None reported","Yes",332.283838699594,5.3,6,84224,43775
"BMW","X2 xDrive28i",2018,"Gasoline","Transmission w/Dual Shift Mode","Gray","Black","At least 1 accident or damage reported","Yes",228,2,4,66690,24900
"Mercedes-Benz","AMG C 43 Base 4MATIC",2018,"Gasoline","9-Speed A/T","White","Brown","At least 1 accident or damage reported","Yes",362,3,6,41500,39848
"BMW","750 i xDrive",2014,"Gasoline","8-Speed A/T","Black","Brown","At least 1 accident or damage reported","Yes",445,4.4,8,85095,24900
"Volvo","S60 T5 Premier Plus",2015,"Gasoline","Transmission w/Dual Shift Mode","Silver","Gray","At least 1 accident or damage reported","Yes",250,2.5,5,39000,17900
"Tesla","Model Y Long Range",2022,"","1-Speed A/T","Gray","Black","None reported","Yes",425,3.71083587046776,6,20500,46500
"Ford","F-350 Platinum",2019,"Diesel","6-Speed A/T","Black","Black","None reported","Yes",450,6.7,8,112000,61995
"Volkswagen","ID.4 Pro S",2023,"","Automatic","Gray","Gray w/Blue Bolsters","None reported","No",332.283838699594,3.71083587046776,6,1716,39998
"Audi","A3 2.0T Premium",2016,"Gasoline","A/T","Black","Black","At least 1 accident or damage reported","Yes",220,2,4,90360,15499
"Ford","Explorer Limited",2020,"Gasoline","10-Speed Automatic","Gray","Ebony","None reported","Yes",332.283838699594,2.3,6,82146,30825
"Ford","Mustang GT Premium",2020,"Gasoline","10-Speed A/T","Blue","Black","At least 1 accident or damage reported","Yes",460,5,8,16850,41000
"Honda","S2000 Base",2003,"Gasoline","6-Speed M/T","Silver","Black","None reported","Yes",240,2,4,101000,28000
"BMW","M235 i",2015,"Gasoline","6-Speed M/T","Red","Black","None reported","Yes",320,3,6,68750,25999
"Lamborghini","Aventador S Base",2018,"Gasoline","7-Speed A/T","White","Gray","None reported","Yes",729,6.5,2,5858,491836
"Dodge","Durango SLT",2004,"Gasoline","A/T","Beige","Beige","None reported","Yes",335,5.7,8,143000,3200
"Nissan","Armada LE",2005,"Gasoline","A/T","Green","Beige","At least 1 accident or damage reported","Yes",305,5.6,8,152270,6900
"Kia","Sorento S",2021,"Gasoline","8-Speed Automatic","Glacial White Pearl","Black","None reported","No",332.283838699594,2.5,6,19605,33591
"Chevrolet","Silverado 1500 RST",2020,"Gasoline","10-Speed A/T","Gray","Black","None reported","Yes",355,5.3,8,19200,69999
"Chevrolet","Impala Base",2004,"Gasoline","A/T","Beige","Beige","None reported","Yes",180,3.4,6,64500,5900
"Toyota","Tacoma PreRunner",2011,"Gasoline","A/T","Black","Beige","None reported","Yes",236,4,6,149000,18995
"McLaren","570S Spider",2018,"Gasoline","7-Speed Automatic with Auto-Shift","Silician Yellow","Jet Black","None reported","No",332.283838699594,3.8,6,5918,179900
"Pontiac","Firebird Trans Am",1997,"Gasoline","A/T","Red","Beige","At least 1 accident or damage reported","Yes",285,5.7,8,134033,7200
"Kia","Stinger GT1",2019,"Gasoline","Automatic","Snow White Pearl","Black","None reported","No",332.283838699594,3.3,6,37226,34998
"Ford","Escape SE",2017,"Gasoline","A/T","Beige","Beige","None reported","Yes",179,1.5,4,71924,13700
"Lamborghini","Huracan EVO Coupe",2021,"Gasoline","Automatic","Arancio Borealis","Nero Ade","None reported","No",332.283838699594,5.2,6,5718,279991
"Jeep","Wrangler Unlimited Sport",2014,"Gasoline","A/T","Orange","Black","At least 1 accident or damage reported","Yes",285,3.6,6,122200,21500
"Land","Rover Range Rover Sport HST MHEV",2020,"Hybrid","8-Speed A/T","Silver","Black","None reported","Yes",395,3,6,37248,54500
"Chevrolet","Silverado 1500 Base",1999,"Gasoline","A/T","White","Gray","None reported","Yes",255,4.8,8,88750,6800
"Cadillac","XLR V",2008,"Gasoline","6-Speed A/T","Black","Black","","No",443,4.4,8,64800,24700
"Ford","Fusion Hybrid Titanium",2014,"Hybrid","Automatic CVT","White","Charcoal Black","None reported","No",332.283838699594,2,6,112180,12599
"RAM","2500 SLT",2015,"Diesel","6-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",350,6.7,6,149130,35000
"Tesla","Model Y Long Range",2020,"","1-Speed A/T","Gray","White","None reported","Yes",425,3.71083587046776,6,88000,35500
"Toyota","Highlander XLE",2018,"Gasoline","8-Speed A/T","White","Black","None reported","Yes",295,3.5,6,74000,27950
"Ford","F-150 XLT",2019,"Gasoline","10-Speed A/T","Red","Gray","None reported","Yes",325,2.7,6,44460,34500
"GMC","Acadia SLE-2",2015,"Gasoline","6-Speed A/T","Blue","Beige","None reported","Yes",281,3.6,6,96000,17000
"Porsche","Boxster Base",2005,"Gasoline","5-Speed M/T","Silver","Black","","No",240,2.7,6,75000,17500
"Dodge","Charger R/T",2014,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",370,5.7,8,95000,17900
"Land","Rover Range Rover Sport Supercharged HSE",2016,"Gasoline","A/T","Brown","Brown","None reported","Yes",340,3,6,49799,37500
"Ford","Mustang GT",2006,"Gasoline","5-Speed M/T","Silver","Red","None reported","Yes",300,4.6,8,27407,21750
"Alfa","Romeo Giulia Ti",2020,"Gasoline","8-Speed Automatic","Rosso","Black","","No",332.283838699594,2,6,23339,34645
"Tesla","Model S 90D",2016,"","A/T","Black","Black","None reported","Yes",417,3.71083587046776,6,74122,35900
"Jaguar","XK8 Base",1997,"Gasoline","A/T","White","Beige","None reported","Yes",290,4,8,50000,6000
"Mercedes-Benz","GLC 300 GLC 300",2021,"Gasoline","Automatic","Graphite Grey","Unknown","None reported","No",332.283838699594,3.71083587046776,6,14745,38998
"Chevrolet","Corvette Stingray w/3LT",2021,"Gasoline","Transmission w/Dual Shift Mode","Blue","Blue","None reported","Yes",490,6.2,8,2700,85950
"Buick","Regal Turbo - Premium 1",2012,"Gasoline","6-Speed A/T","Beige","Beige","At least 1 accident or damage reported","Yes",220,2,4,190000,6000
"Audi","A4 2.0T Premium",2014,"E85 Flex Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",220,2,4,90236,9999
"Jeep","Gladiator Overland",2020,"Gasoline","8-Speed A/T","Silver","Black","None reported","Yes",285,3.6,6,4000,50000
"Land","Rover Range Rover Westminster SWB",2022,"Hybrid","8-Speed A/T","Blue","White","None reported","Yes",395,3,6,2220,115999
"GMC","Yukon XL Denali",2017,"Gasoline","8-Speed A/T","Gray","Beige","At least 1 accident or damage reported","Yes",420,6.2,8,124000,32000
"Ford","Ranger Lariat",2019,"Gasoline","10-Speed Automatic","Red","Unknown","None reported","Yes",332.283838699594,2.3,6,45163,35690
"Volkswagen","Passat 2.0T SE",2020,"Gasoline","6-Speed A/T","Black","Brown","None reported","Yes",174,2,4,49400,20900
"Porsche","911 Carrera",2020,"Gasoline","8-Speed A/T","Red","Black","None reported","Yes",379,3,6,11256,124900
"Chevrolet","Corvette Stingray w/1LT",2021,"Gasoline","A/T","White","Red","None reported","Yes",490,6.2,8,13700,75000
"Land","Rover Range Rover HSE",2011,"Gasoline","6-Speed A/T","Black","Black","None reported","Yes",230,3.2,6,174678,9500
"Lexus","RX 450h F Sport Handling",2022,"Hybrid","A/T","White","Black","None reported","Yes",308,3.5,6,1600,59000
"Porsche","911 GT3 RS",2019,"Gasoline","7-Speed Automatic with Auto-Shift","Lizard Green","Black","None reported","No",332.283838699594,4,6,15509,229900
"Ford","Expedition Platinum",2020,"Gasoline","10-Speed Automatic","Red","Ebony","None reported","Yes",332.283838699594,3.5,6,69849,48149
"Toyota","Tacoma PreRunner",2008,"Gasoline","A/T","White","Unknown","At least 1 accident or damage reported","Yes",236,4,6,160000,17000
"Ford","Explorer Sport Trac XLT",2007,"Gasoline","A/T","Red","Beige","At least 1 accident or damage reported","Yes",292,4.6,8,228000,3850
"Mercedes-Benz","C-Class C 300 Luxury",2015,"Gasoline","7-Speed A/T","Black","Black","None reported","Yes",241,2,4,102000,17000
"Cadillac","SRX Standard",2016,"Gasoline","6-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",308,3.6,6,48000,24995
"Chrysler","Town & Country Touring-L",2012,"E85 Flex Fuel","6-Speed A/T","Gray","Beige","None reported","Yes",283,3.6,6,163500,5949
"Porsche","911 Carrera",2023,"Gasoline","A/T","Silver","Black","None reported","Yes",379,3,6,1500,149000
"Porsche","718 Cayman GT4",2021,"Gasoline","6-Speed M/T","Yellow","Black","","No",414,4,6,2100,136900
"Ford","F-350 Lariat",2018,"Diesel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",450,6.7,8,66281,63500
"Ford","Mustang Mach-E Select",2021,"","A/T","Blue","Black","None reported","Yes",266,3.71083587046776,6,18000,39499
"Ford","F-150 XL",2014,"Gasoline","6-Speed A/T","Gray","Gray","None reported","Yes",365,3.5,6,27300,21500
"Mazda","CX-30 Base",2020,"Gasoline","6-Speed Automatic","Snowflake White Pearl","Black","At least 1 accident or damage reported","Yes",332.283838699594,2.5,6,19319,24899
"Mercedes-Benz","AMG G AMG G 63 4MATIC",2016,"Gasoline","Transmission w/Dual Shift Mode","White","Beige","At least 1 accident or damage reported","Yes",563,5.5,8,32936,90000
"BMW","M4 Base",2017,"Gasoline","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",425,3,6,30450,52999
"Jeep","Wrangler Sport",2017,"Gasoline","A/T","Red","Unknown","None reported","Yes",285,3.6,6,38200,29500
"Jeep","Wrangler Sport",2020,"Gasoline","8-Speed Automatic","Black Clearcoat","Black","None reported","Yes",332.283838699594,2,6,26315,31871
"Chevrolet","Silverado 1500 LS",2003,"Gasoline","A/T","Green","Beige","None reported","Yes",270,4.8,8,110000,8900
"MINI","Hardtop Cooper",2014,"Gasoline","6-Speed A/T","Silver","Black","None reported","Yes",189,2,4,19700,13500
"Honda","Element EX",2008,"Gasoline","5-Speed A/T","Black","Gray","At least 1 accident or damage reported","Yes",166,2.4,4,192000,11000
"Porsche","911 Carrera 4S",2017,"Gasoline","Transmission w/Dual Shift Mode","Gray","Red","None reported","Yes",420,3,6,26000,116911
"Subaru","Impreza Outback Sport Wagon",2008,"Gasoline","4-Speed A/T","Silver","Gray","None reported","Yes",170,2.5,4,98313,7495
"Cadillac","XT5 Premium Luxury",2021,"Gasoline","A/T","Silver","Black","None reported","Yes",310,3.6,6,66500,28500
"Nissan","Kicks S",2022,"Gasoline","Automatic CVT","Super Black","Charcoal","None reported","No",332.283838699594,1.6,6,19877,18999
"Kia","Seltos S",2021,"Gasoline","A/T","Blue","Black","None reported","Yes",146,2,4,16100,25500
"GMC","Yukon SLE",2016,"Gasoline","6-Speed A/T","Blue","Gray","At least 1 accident or damage reported","Yes",355,5.3,8,83858,27633
"Mercedes-Benz","GLE 350 Base 4MATIC",2020,"Gasoline","9-Speed A/T","Black","Black","None reported","Yes",255,2,4,24108,56000
"Ford","Explorer XLT",2020,"Gasoline","10-Speed Automatic","Magnetic Metallic","Ebony","At least 1 accident or damage reported","Yes",332.283838699594,2.3,6,42609,32107
"Subaru","Impreza 2.0i Premium",2017,"Gasoline","A/T","White","Beige","At least 1 accident or damage reported","Yes",152,2,4,160000,7750
"INFINITI","QX80 Base",2017,"Gasoline","A/T","Black","Black","At least 1 accident or damage reported","Yes",400,5.6,8,121525,28500
"Kia","Telluride S",2023,"Gasoline","A/T","Gray","Black","None reported","Yes",291,3.8,6,6423,42500
"Pontiac","Solstice Base",2007,"Gasoline","5-Speed A/T","Gray","Black","None reported","Yes",177,2.4,4,62310,12900
"Mazda","Mazda6 Carbon Edition",2021,"Gasoline","6-Speed Automatic","Polymetal Gray Metallic","Red","None reported","Yes",332.283838699594,2.5,6,21444,29995
"Ford","Transit-350 Base",2015,"Gasoline","A/T","White","Gray","At least 1 accident or damage reported","Yes",310,3.5,6,112000,29500
"Hyundai","Genesis Coupe 3.8 Grand Touring",2013,"Gasoline","A/T","White","Unknown","None reported","Yes",344,3.8,6,60000,16500
"Dodge","Dart SE",2013,"Gasoline","6-Speed A/T","Silver","Black","None reported","Yes",160,1.4,4,153250,4399
"Jeep","Wrangler Unlimited Sahara",2019,"Gasoline","8-Speed A/T","Gray","Black","None reported","Yes",285,3.6,6,57000,39900
"Chevrolet","Tahoe LTZ",2011,"E85 Flex Fuel","6-Speed A/T","Red","Beige","At least 1 accident or damage reported","Yes",320,5.3,8,140401,16000
"Ford","F-150 Tremor",2023,"Gasoline","10-Speed A/T","Gray","Black","None reported","Yes",400,3.5,6,5500,70000
"Chevrolet","Corvette Stingray w/2LT",2022,"Gasoline","Transmission w/Dual Shift Mode","Gray","Brown","None reported","Yes",490,6.2,8,2010,89000
"Tesla","Model 3 Long Range",2018,"","A/T","Black","White","None reported","Yes",271,3.71083587046776,6,24360,31500
"Audi","A4 2.0T Premium",2013,"Gasoline","A/T","Gray","Black","At least 1 accident or damage reported","Yes",211,2,4,96800,11000
"Cadillac","CTS Performance",2014,"Gasoline","6-Speed A/T","Red","Black","None reported","Yes",318,3.6,6,34988,21500
"Nissan","Frontier SV",2012,"Gasoline","A/T","Black","Gray","At least 1 accident or damage reported","Yes",261,4,6,65750,15995
"Chevrolet","Silverado 1500 LTZ",2019,"Gasoline","Automatic","Cajun Red Tintcoat","Jet Black","None reported","Yes",332.283838699594,6.2,6,56654,43860
"Lincoln","MKT Base",2016,"Gasoline","6-Speed A/T","Black","Black","None reported","Yes",303,3.7,6,140200,10500
"Chevrolet","Cruze LT Automatic",2016,"Gasoline","6-Speed Automatic","Kinetic Blue","Jet Black","At least 1 accident or damage reported","Yes",332.283838699594,1.4,6,122971,12999
"Nissan","Xterra S",2008,"Gasoline","5-Speed A/T","Gray","Gray","None reported","Yes",261,4,6,227010,3850
"Ford","F-150 Lariat SuperCrew",2004,"Gasoline","A/T","Red","Beige","At least 1 accident or damage reported","Yes",300,5.4,8,271000,9500
"Porsche","911 Turbo",2022,"Gasoline","8-Speed A/T","Gray","Red","None reported","Yes",572,3.8,6,13800,234000
"Dodge","Ram 2500 Quad Cab",2001,"Diesel","A/T","Silver","Gray","None reported","Yes",245,5.9,6,171079,27500
"Chevrolet","Colorado ZR2",2021,"Gasoline","Automatic","Satin Steel Metallic","Jet Black","None reported","No",332.283838699594,3.6,6,24915,44791
"Nissan","Kicks S",2022,"Gasoline","Automatic CVT","Electric Blue Metallic","Charcoal","None reported","No",332.283838699594,1.6,6,15577,19599
"Audi","S4 3.0T Premium Plus",2014,"Gasoline","7-Speed A/T","Gray","Black","None reported","Yes",333,3,6,102370,21373
"Lamborghini","Gallardo LP570-4 Superleggera",2011,"Gasoline","Transmission w/Dual Shift Mode","Yellow","Black","None reported","Yes",562,5.2,0,16000,229000
"Mercedes-Benz","C-Class C 250 Luxury",2012,"Gasoline","7-Speed A/T","White","White","None reported","Yes",201,1.8,4,122000,15000
"FIAT","500X Trekking Plus",2016,"Gasoline","A/T","Yellow","Brown","None reported","Yes",180,2.4,4,48500,15999
"Ford","F-150 XLT",2018,"Gasoline","10-Speed A/T","Brown","Beige","At least 1 accident or damage reported","Yes",325,2.7,6,53500,31500
"Ford","F-250 XL Crew Cab Super Duty",2004,"Diesel","A/T","White","Gray","None reported","Yes",325,6,8,315000,9200
"Ford","E350 Super Duty Base",2006,"Gasoline","A/T","White","Gray","At least 1 accident or damage reported","Yes",305,6.8,0,158000,8500
"Kia","Sorento SXL",2019,"Gasoline","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",290,3.3,6,43850,30000
"Mercedes-Benz","C-Class C 300 4MATIC Sport",2015,"Gasoline","7-Speed A/T","White","Black","None reported","Yes",241,2,4,73500,19000
"Nissan","Altima 2.5 SL",2014,"Gasoline","A/T","Black","Black","At least 1 accident or damage reported","Yes",182,2.5,4,153350,9000
"Volkswagen","Tiguan 2.0T SEL Premium R-Line",2019,"Gasoline","A/T","White","Silver","None reported","Yes",184,2,4,74000,25500
"BMW","328 i xDrive",2013,"Gasoline","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",240,2,4,52000,17500
"Audi","Q4 e-tron 50 Premium Plus",2022,"","1-Speed A/T","Gray","Black","None reported","Yes",295,3.71083587046776,6,250,52000
"Nissan","Pathfinder S",2017,"Gasoline","A/T","Silver","Gray","At least 1 accident or damage reported","Yes",284,3.5,6,145000,8500
"Subaru","Ascent Touring 7-Passenger",2020,"Gasoline","Transmission w/Dual Shift Mode","Blue","Brown","None reported","Yes",260,2.4,4,40971,32500
"Ford","E350 Super Duty XLT",2010,"E85 Flex Fuel","A/T","Silver","Beige","At least 1 accident or damage reported","Yes",255,5.4,8,248000,14000
"GMC","HUMMER EV Edition 1",2023,"","A/T","White","Black","","No",332.283838699594,3.71083587046776,6,940,146000
"BMW","M3 CS",2018,"Gasoline","A/T","White","Black","None reported","Yes",453,3,6,38000,60500
"Acura","TLX V6 Advance",2016,"Gasoline","A/T","Gray","Black","None reported","Yes",290,3.5,6,128000,19500
"Chevrolet","Silverado 1500 ZR2",2022,"Gasoline","Automatic","Glacier Blue Metallic","Jet Black","None reported","No",332.283838699594,6.2,6,7455,68990
"Jeep","Wrangler SE",1999,"Gasoline","5-Speed M/T","Red","Unknown","None reported","Yes",120,2.5,4,137790,12000
"Ford","Edge Sport",2016,"Gasoline","6-Speed A/T","White","Black","None reported","Yes",315,2.7,6,92000,19995
"Porsche","911 Carrera Cabriolet",2001,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",300,3.4,6,21450,36000
"Nissan","Murano SL",2021,"Gasoline","Automatic CVT","Magnetic Black","Graphite","At least 1 accident or damage reported","No",332.283838699594,3.5,6,43875,29725
"Pontiac","G8 GT",2009,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",355,6,8,81327,17500
"Mercedes-Benz","E-Class E 350",2021,"Gasoline","9-Speed A/T","White","Beige","None reported","Yes",255,2,4,72836,41000
"McLaren","720S Performance",2020,"Gasoline","7-Speed Automatic with Auto-Shift","Black","Red","None reported","Yes",332.283838699594,4,6,5072,279950
"Jeep","Commander Sport",2007,"E85 Flex Fuel","A/T","Blue","Gray","At least 1 accident or damage reported","Yes",235,4.7,8,161900,4800
"Audi","A5 45 S line Premium Plus",2022,"Hybrid","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",261,2,4,24500,47000
"BMW","M550 i xDrive",2018,"Gasoline","8-Speed A/T","Gray","Black","None reported","Yes",456,4.4,8,14993,44900
"Volkswagen","Jetta 1.4T R-Line",2019,"Gasoline","A/T","Orange","White","At least 1 accident or damage reported","Yes",147,1.4,4,96000,14980
"Porsche","Taycan 4S",2022,"","2-Speed A/T","Red","Unknown","None reported","Yes",482,3.71083587046776,6,7900,108000
"Cadillac","CTS 2.0L Turbo Luxury",2019,"Gasoline","8-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",265,2,4,35566,26000
"Lexus","IS-F Base",2008,"Gasoline","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",416,5,8,113000,34000
"Ford","Explorer XLT",2022,"Gasoline","A/T","Red","Black","None reported","Yes",300,2.3,4,20678,46000
"Porsche","911 Turbo Cabriolet",2008,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",480,3.6,6,10900,129000
"Buick","LaCrosse Leather",2012,"Hybrid","6-Speed A/T","Gold","Beige","None reported","Yes",182,2.4,4,19079,15995
"Mazda","RX-8 Sport",2008,"Gasoline","A/T","Blue","Black","At least 1 accident or damage reported","Yes",212,1.3,6,155500,6800
"Ford","Mustang GT Premium",2019,"Gasoline","10-Speed A/T","White","Black","None reported","Yes",460,5,8,35500,32300
"Mazda","Mazda6 Touring",2021,"Gasoline","6-Speed Automatic","Snowflake White Pearl","Black","At least 1 accident or damage reported","Yes",332.283838699594,2.5,6,52253,25215
"Ford","Ranger Edge SuperCab",2004,"Gasoline","A/T","White","Gray","At least 1 accident or damage reported","Yes",148,3,6,110000,8500
"Volkswagen","Golf GTI 2.0T SE w/Performance Package 4-Door",2016,"Gasoline","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",220,2,4,59250,18999
"Ford","Thunderbird Deluxe",2004,"Gasoline","A/T","Black","Beige","","No",280,3.9,8,39000,22000
"Hummer","H2 Base",2008,"Gasoline","6-Speed A/T","Green","Black","At least 1 accident or damage reported","Yes",393,6.2,8,155000,37000
"BMW","X5 sDrive35i",2017,"Gasoline","A/T","Black","Beige","None reported","Yes",300,3,6,39250,28900
"BMW","X3 xDrive30i",2020,"Gasoline","8-Speed Automatic","Black Sapphire Metallic","Canberra Beige","None reported","Yes",332.283838699594,2,6,23647,37998
"Hyundai","Accent GLS",2014,"Gasoline","A/T","Silver","Gray","None reported","Yes",138,1.6,4,127941,7500
"RAM","1500 Big Horn",2014,"Gasoline","8-Speed A/T","Black","Black","None reported","Yes",395,5.7,8,124000,24850
"Ford","Bronco Heritage Edition Advanced",2023,"Gasoline","7-Speed M/T","Red","Unknown","None reported","Yes",275,2.3,4,1500,60000
"MINI","Countryman Cooper S ALL4",2014,"Gasoline","6-Speed A/T","White","Black","None reported","Yes",181,1.6,4,70700,15750
